Date,AAPL,AMZN,BRK-B,GOOGL,JNJ,JPM,MSFT,TSLA,V
2023-07-26,194.5,128.14999389648438,349.79998779296875,129.27000427246094,172.72000122070312,157.75999450683594,337.7699890136719,264.3500061035156,237.1000061035156
2023-07-27,193.22000122070312,128.25,349.3099975585937,129.39999389648438,173.69000244140625,156.02000427246094,330.7200012207031,255.7100067138672,234.44000244140625
2023-07-28,195.8300018310547,132.2100067138672,349.8099975585937,132.5800018310547,174.47999572753906,156.91000366210938,338.3699951171875,266.44000244140625,235.75
2023-07-31,196.4499969482422,133.67999267578125,351.9599914550781,132.72000122070312,167.52999877929688,157.9600067138672,335.9200134277344,267.42999267578125,237.72999572753903
2023-08-01,195.6100006103516,131.69000244140625,352.260009765625,131.5500030517578,168.88999938964844,157.17999267578125,336.3399963378906,261.07000732421875,239.77999877929688
2023-08-02,192.5800018310547,128.2100067138672,351.19000244140625,128.3800048828125,169.91000366210938,155.39999389648438,327.5,254.1100006103516,237.55999755859372
2023-08-03,191.1699981689453,128.91000366210938,353.8099975585937,128.4499969482422,170.63999938964844,156.35000610351562,326.6600036621094,259.32000732421875,238.75999450683597
2023-08-04,181.9900054931641,139.57000732421875,349.989990234375,128.11000061035156,169.0399932861328,156.02000427246094,327.7799987792969,253.8600006103516,238.9900054931641
2023-08-07,178.85000610351562,142.22000122070312,362.5799865722656,131.52999877929688,173.10000610351562,156.75999450683594,330.1099853515625,251.4499969482422,241.50999450683597
2023-08-08,179.8000030517578,139.94000244140625,363.7300109863281,131.39999389648438,173.17999267578125,155.8800048828125,326.04998779296875,249.6999969482422,239.2899932861328
2023-08-09,178.19000244140625,137.85000610351562,358.0199890136719,129.66000366210938,173.07000732421875,153.7899932861328,322.2300109863281,242.19000244140625,239.75999450683597
2023-08-10,177.97000122070312,138.55999755859375,356.9800109863281,129.69000244140625,172.1699981689453,153.55999755859375,322.92999267578125,245.33999633789065,240.16000366210935
2023-08-11,177.7899932861328,138.41000366210938,358.3500061035156,129.55999755859375,173.85000610351562,154.4499969482422,321.010009765625,242.6499938964844,240.0399932861328
2023-08-14,179.4600067138672,140.57000732421875,358.4800109863281,131.3300018310547,173.44000244140625,154.77000427246094,324.0400085449219,239.75999450683597,242.8999938964844
2023-08-15,177.4499969482422,137.6699981689453,354.5,129.77999877929688,172.94000244140625,150.8300018310547,321.8599853515625,232.9600067138672,239.8300018310547
2023-08-16,176.57000732421875,135.07000732421875,354.1099853515625,128.6999969482422,172.38999938964844,150.19000244140625,320.3999938964844,225.6000061035156,239.2899932861328
2023-08-17,174.0,133.97999572753906,353.19000244140625,129.9199981689453,174.00999450683594,148.6300048828125,316.8800048828125,219.22000122070312,237.3699951171875
2023-08-18,174.49000549316406,133.22000122070312,352.5599975585937,127.45999908447266,172.49000549316406,148.97000122070312,316.4800109863281,215.4900054931641,238.1699981689453
2023-08-21,175.83999633789062,134.67999267578125,352.0899963378906,128.3699951171875,167.35000610351562,149.47999572753906,321.8800048828125,231.27999877929688,239.4600067138672
2023-08-22,177.22999572753906,134.25,350.57000732421875,129.0800018310547,166.02000427246094,146.3800048828125,322.4599914550781,233.19000244140625,240.57000732421875
2023-08-23,181.1199951171875,135.52000427246094,354.260009765625,132.3699951171875,164.52999877929688,147.3699951171875,327.0,236.8600006103516,242.3000030517578
2023-08-24,176.3800048828125,131.83999633789062,354.29998779296875,129.77999877929688,165.08999633789062,147.22999572753906,319.9700012207031,230.0399932861328,239.47000122070312
2023-08-25,178.61000061035156,133.25999450683594,355.92999267578125,129.8800048828125,166.25,147.0500030517578,322.9800109863281,238.58999633789065,242.57000732421875
2023-08-28,180.19000244140625,133.13999938964844,355.54998779296875,131.00999450683594,164.2899932861328,147.55999755859375,323.70001220703125,238.82000732421875,243.8300018310547
2023-08-29,184.1199951171875,134.91000366210938,358.2900085449219,134.57000732421875,164.30999755859375,148.75999450683594,328.4100036621094,257.17999267578125,245.33999633789065
2023-08-30,187.6499938964844,135.07000732421875,361.05999755859375,135.8800048828125,163.72999572753906,148.16000366210938,328.7900085449219,256.8999938964844,246.22999572753903
2023-08-31,187.8699951171875,138.00999450683594,360.20001220703125,136.1699981689453,161.67999267578125,146.3300018310547,327.760009765625,258.0799865722656,245.67999267578125
2023-09-01,189.4600067138672,138.1199951171875,362.4599914550781,135.66000366210938,160.47999572753906,146.82000732421875,328.6600036621094,245.00999450683597,248.1100006103516
2023-09-05,189.6999969482422,137.27000427246094,360.4700012207031,135.77000427246094,160.67999267578125,145.1999969482422,333.54998779296875,256.489990234375,245.33999633789065
2023-09-06,182.91000366210935,135.36000061035156,361.6700134277344,134.4600067138672,158.00999450683594,144.9600067138672,332.8800048828125,251.9199981689453,246.16000366210935
2023-09-07,177.55999755859375,137.85000610351562,361.7999877929688,135.25999450683594,160.02999877929688,143.72000122070312,329.9100036621094,251.4900054931641,247.13999938964844
2023-09-08,178.17999267578125,138.22999572753906,363.1499938964844,136.3800048828125,160.55999755859375,143.8300018310547,334.2699890136719,248.5,247.2899932861328
2023-09-11,179.36000061035156,143.10000610351562,365.5199890136719,136.9199981689453,162.66000366210938,144.4600067138672,337.94000244140625,273.5799865722656,247.22000122070312
2023-09-12,176.3000030517578,141.22999572753906,367.7799987792969,135.33999633789062,163.5800018310547,146.33999633789062,331.7699890136719,267.4800109863281,247.3000030517578
2023-09-13,174.2100067138672,144.85000610351562,367.8200073242188,136.7100067138672,163.99000549316406,146.41000366210938,336.0599975585937,271.29998779296875,247.8300018310547
2023-09-14,175.74000549316406,144.72000122070312,369.5,138.10000610351562,163.74000549316406,149.25,338.70001220703125,276.0400085449219,241.5
2023-09-15,175.00999450683594,140.38999938964844,367.8599853515625,137.39999389648438,161.4499969482422,148.80999755859375,330.2200012207031,274.3900146484375,241.07000732421875
2023-09-18,177.97000122070312,139.97999572753906,370.4299926757813,138.2100067138672,162.47000122070312,149.1199951171875,329.0599975585937,265.2799987792969,244.66000366210935
2023-09-19,179.07000732421875,137.6300048828125,370.4800109863281,138.0399932861328,162.1999969482422,148.92999267578125,328.6499938964844,266.5,243.55999755859372
2023-09-20,175.49000549316406,135.2899932861328,366.8200073242188,133.74000549316406,162.91000366210938,148.3000030517578,320.7699890136719,262.5899963378906,241.8600006103516
2023-09-21,173.92999267578125,129.3300018310547,363.2799987792969,130.44000244140625,161.66000366210938,147.13999938964844,319.5299987792969,255.6999969482422,236.6100006103516
2023-09-22,174.7899932861328,129.1199951171875,360.1600036621094,130.25,160.5,145.72999572753906,317.010009765625,244.8800048828125,235.0800018310547
2023-09-25,176.0800018310547,131.27000427246094,361.7099914550781,131.11000061035156,160.25999450683594,146.4499969482422,317.5400085449219,246.9900054931641,233.3600006103516
2023-09-26,171.9600067138672,125.9800033569336,359.4200134277344,128.57000732421875,159.02000427246094,144.92999267578125,312.1400146484375,244.1199951171875,229.6499938964844
2023-09-27,170.42999267578125,125.9800033569336,357.7799987792969,130.5399932861328,157.11000061035156,145.77999877929688,312.7900085449219,240.5,229.5
2023-09-28,170.69000244140625,125.9800033569336,357.0599975585937,132.30999755859375,156.8800048828125,147.58999633789062,313.6400146484375,246.3800048828125,231.66000366210935
2023-09-29,171.2100067138672,127.12000274658205,350.29998779296875,130.86000061035156,155.75,145.02000427246094,315.75,250.22000122070312,230.00999450683597
2023-10-02,173.75,129.4600067138672,348.0799865722656,134.1699981689453,155.14999389648438,143.77000427246094,321.79998779296875,251.6000061035156,231.2700042724609
2023-10-03,172.39999389648438,124.72000122070312,343.0400085449219,132.42999267578125,155.33999633789062,142.7100067138672,313.3900146484375,246.52999877929688,228.80999755859372
2023-10-04,173.66000366210938,127.0,343.69000244140625,135.24000549316406,155.52000427246094,143.35000610351562,318.9599914550781,261.1600036621094,231.22000122070312
2023-10-05,174.91000366210938,125.95999908447266,345.0599975585937,135.07000732421875,157.13999938964844,142.89999389648438,319.3599853515625,260.04998779296875,233.47999572753903
2023-10-06,177.49000549316406,127.95999908447266,346.3399963378906,137.5800018310547,157.63999938964844,145.10000610351562,327.260009765625,260.5299987792969,235.0399932861328
2023-10-09,178.99000549316406,128.25999450683594,345.45001220703125,138.4199981689453,158.5399932861328,144.77000427246094,329.82000732421875,259.6700134277344,234.44000244140625
2023-10-10,178.38999938964844,129.47999572753906,348.5599975585937,138.05999755859375,158.36000061035156,145.64999389648438,328.3900146484375,263.6199951171875,236.6000061035156
2023-10-11,179.8000030517578,131.8300018310547,348.42999267578125,140.5500030517578,156.17999267578125,146.14999389648438,332.4200134277344,262.989990234375,235.67999267578125
2023-10-12,180.7100067138672,132.3300018310547,345.6600036621094,138.97000122070312,156.3300018310547,145.80999755859375,331.1600036621094,258.8699951171875,236.77999877929688
2023-10-13,178.85000610351562,129.7899932861328,345.0899963378906,137.36000061035156,156.85000610351562,148.0,327.7300109863281,251.1199951171875,237.6699981689453
2023-10-16,178.72000122070312,132.5500030517578,346.2300109863281,139.10000610351562,157.52999877929688,147.85000610351562,332.6400146484375,253.9199981689453,240.07000732421875
2023-10-17,177.14999389648438,131.47000122070312,345.3900146484375,139.72000122070312,156.08999633789062,147.52999877929688,332.0599975585937,254.8500061035156,241.1999969482422
